"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"20471/186.9561mz/34.11min",0.17062,0.20975,0.19884,0.19603,0.20378,0.2006,0.21046,0.23276
"4007/46.9954mz/3.01min",0.17061,2.1555,2.0983,2.0726,2.0366,2.0035,1.9869,1.9628
"1382/588.8130mz/1.20min",0.17047,0.2027,0.38638,0.38166,0.37562,0.36925,0.36273,0.35791
"17508/540.4467mz/28.68min",0.17023,0.5116,0.53473,0.57692,0.60687,0.6094,0.59985,0.59201
"17859/644.4941mz/28.96min",0.17018,0.22488,0.34216,0.35989,0.39769,0.40278,0.39568,0.53119
"17773/144.9821mz/28.84min",0.16996,0.15065,0.25058,0.2468,0.24268,0.23989,0.24323,0.25255
"20352/145.9297mz/33.87min",0.16947,0.30079,0.29445,0.33043,0.33237,0.3273,0.32133,0.31723
"4560/405.0090mz/4.15min",0.16945,0.15985,0.18843,0.20068,0.22578,0.2298,0.23698,0.37015
"20044/243.9663mz/33.30min",0.16918,0.29275,0.56717,0.55947,0.54996,0.55328,0.62283,0.62599
"10179/245.0920mz/13.26min",0.16854,0.21446,0.42793,0.59105,0.63442,0.69957,0.68674,0.68058
"18751/103.9557mz/30.78min",0.16773,0.22112,0.20847,0.26906,0.26441,0.2957,0.35071,0.47604
"20392/145.0495mz/33.97min",0.16681,0.24449,0.71002,0.7325,0.7334,0.7232,0.74636,0.73645
"10927/373.1855mz/13.93min",0.1667,0.44199,0.63021,0.61942,0.61604,0.62911,0.62984,0.63134
"4554/145.0495mz/4.17min",0.16668,0.27273,0.37496,0.58096,0.57207,0.5654,0.65636,0.66145
"17770/600.4682mz/28.87min",0.16551,0.18884,0.19793,0.19853,0.55073,0.65964,0.65801,0.64933
"19973/141.9586mz/33.18min",0.16525,0.26198,0.24638,0.24644,0.25009,0.31374,0.36913,0.68155
"5048/265.1544mz/5.49min",0.16474,0.79154,0.76442,0.77092,0.77354,0.80705,0.86241,0.85406
"2473/154.0024mz/1.73min",0.16468,0.66636,0.6572,0.65336,0.65783,0.70933,0.71347,0.7232
"16084/448.2903mz/27.18min",0.16458,0.31085,0.40741,0.48947,0.48259,0.47627,0.58996,0.58344
"1940/148.0605mz/1.53min",0.16451,0.14096,0.13257,0.17968,0.37674,0.41572,0.40809,0.40388
"20421/127.0390mz/34.06min",0.16449,0.27904,0.52181,0.57884,0.56957,0.56047,0.56171,0.55859
"6933/515.1181mz/9.84min",0.16386,0.38182,0.4004,0.39772,0.39234,0.42161,0.48206,0.47588
"2124/196.0637mz/1.59min",0.1638,0.28709,0.27083,0.29063,0.29392,0.3731,0.37878,0.37426
"17412/200.2009mz/28.67min",0.16365,0.391,0.39574,0.40089,0.40168,0.4164,0.46705,0.48851
"20267/145.9297mz/33.73min",0.16319,0.21184,0.3976,0.39506,0.48074,0.48606,0.54632,0.54007
"2845/157.0109mz/1.89min",0.16315,0.79981,0.78237,0.77498,0.76816,0.76694,0.75345,0.74371
"15980/827.4390mz/26.81min",0.16304,0.15576,0.175,0.17315,0.19604,0.2008,0.19725,0.22202
"870/158.9613mz/0.73min",0.1627,0.19728,0.18778,0.18776,0.2323,0.62239,0.61122,0.61732
"15153/193.1587mz/23.14min",0.16223,0.2012,0.3045,0.35816,0.35491,0.35056,0.36242,0.3973
"19107/122.0965mz/31.61min",0.1619,0.13976,0.17559,0.19962,0.26498,0.37801,0.37482,0.46927
"18275/540.4465mz/29.54min",0.16145,0.4009,0.4527,0.45225,0.44485,0.52671,0.56793,0.56079
"20269/342.0029mz/33.75min",0.16115,0.23501,1.1013,1.2337,1.2237,1.2114,1.3181,1.306
"14296/497.3482mz/20.36min",0.16034,0.31585,0.43887,0.50997,0.50984,0.52275,0.52621,0.579
"7983/551.1232mz/10.84min",0.16007,0.13982,0.33517,0.3624,0.36072,0.43808,0.44512,0.44167
"18582/144.9821mz/30.35min",0.15985,0.13146,0.1553,0.15984,0.32095,0.31572,0.31056,0.3368
"16445/403.2325mz/27.92min",0.15959,0.20005,0.18943,0.27128,0.27157,0.31006,0.3639,0.36636
"11777/295.1022mz/15.29min",0.15956,0.21712,0.21382,0.21408,0.21427,0.24385,0.24934,0.25266
"4748/174.0760mz/4.66min",0.15913,0.28398,0.34259,0.33595,0.33447,0.35793,0.36116,0.36582
"6906/355.1021mz/9.83min",0.15911,0.25018,0.41949,0.41518,0.42362,0.43458,0.45338,0.44904
"1804/219.0265mz/1.48min",0.15889,0.3308,0.47901,0.62411,0.61677,0.60642,0.61538,0.60722
"5408/265.1545mz/6.52min",0.15884,0.7798,0.98484,1.0505,1.0909,1.0803,1.081,1.0686
"6196/248.1280mz/8.78min",0.15865,0.57319,0.79223,0.8032,0.83263,0.81852,0.85963,0.84853
"12875/823.4104mz/16.83min",0.15818,1.4247,1.4955,1.5155,1.489,1.4897,1.4798,1.4603
"11954/127.0389mz/15.59min",0.15756,0.25108,0.23639,0.29002,0.28836,0.30111,0.32211,0.31844
"2638/476.1607mz/1.81min",0.15695,0.30067,0.28275,0.2775,0.27816,0.33815,0.33211,0.32808
"4307/61.0090mz/3.54min",0.15658,1.7136,1.6785,1.6676,1.6411,1.6152,1.6262,1.6047
"20023/158.9613mz/33.25min",0.15653,0.15657,0.14909,0.18741,0.19547,0.20551,0.22437,0.24017
"17656/200.2009mz/28.77min",0.15532,0.23594,0.22456,0.24307,0.28245,0.42915,0.46757,0.46719
"14197/311.1849mz/20.07min",0.15458,0.55695,0.99351,1.0794,1.08,1.0817,1.0675,1.126
"20833/243.9663mz/35.39min",0.15454,0.23507,0.67771,0.75068,0.73894,0.72799,0.79802,0.79597
"16316/451.1642mz/27.72min",0.15422,0.65505,0.61848,0.65467,0.85903,0.87395,0.90325,1.0995
"10568/817.4052mz/13.62min",0.15363,0.74195,1.0517,1.0441,1.0265,1.0644,1.0545,1.0454
"13677/416.1970mz/18.05min",0.15351,0.22273,0.3468,0.35502,0.49166,0.48975,0.4871,0.56155
"19595/90.5070mz/32.19min",0.15328,0.13188,0.19441,0.20205,0.19877,0.19663,0.19991,0.22262
"10564/355.1749mz/13.62min",0.15211,0.27718,0.63773,0.62669,0.61665,0.71015,0.70694,0.73951
"9292/295.1021mz/12.32min",0.15201,0.17946,0.17896,0.29028,0.30138,0.30068,0.29863,0.31861
"20659/158.9613mz/34.68min",0.152,0.16677,0.16579,0.18817,0.18712,0.19103,0.20215,0.20782
"14721/637.3425mz/21.72min",0.15176,0.22631,0.2712,0.28185,0.28619,0.51741,0.61205,0.60418
"18529/614.4831mz/30.16min",0.15172,0.64481,0.65703,0.65088,0.64545,0.69512,0.68296,0.67467
"10135/510.2119mz/13.18min",0.15086,0.40959,0.55842,0.66603,0.6545,0.64343,0.68378,0.6747
"11393/442.2641mz/14.67min",0.15081,0.22211,0.35588,0.37563,0.37344,0.41,0.43825,0.43268
"13894/487.1497mz/18.38min",0.15066,0.14733,0.55392,0.55688,0.55179,0.58626,0.57731,0.60207
"8636/430.1705mz/11.70min",0.15061,0.17257,0.65373,0.69837,0.70861,0.78697,0.78357,0.81211
"5723/278.6070mz/7.93min",0.15028,0.53961,0.51245,0.57185,0.61536,0.68743,0.67882,0.69435
"17976/644.4939mz/29.03min",0.14961,0.22763,0.2825,0.40245,0.44552,0.45347,0.44908,0.45773
"16873/451.1645mz/28.29min",0.14925,0.49663,0.46832,0.52211,0.65034,0.72772,0.72505,1.0513
"20206/176.9718mz/33.59min",0.14855,0.22354,0.21761,0.25668,0.25352,0.37453,0.37122,0.40156
"20244/186.9561mz/33.71min",0.14854,0.12493,0.33932,0.33353,0.33046,0.33908,0.41914,0.43093
"20933/141.9586mz/35.84min",0.14713,0.14195,0.18432,0.22806,0.22637,0.22541,0.34378,0.42887
"12842/560.2698mz/16.77min",0.14693,1.4473,1.4489,1.4221,1.4466,1.4375,1.4151,1.3974
"9022/455.2484mz/12.06min",0.14568,0.3576,0.43979,0.43572,0.42872,0.42429,0.41863,0.4131
"7186/352.1600mz/10.08min",0.14558,0.60669,0.7598,0.82059,0.84745,0.83458,0.824,0.81305
"7836/731.1785mz/10.73min",0.14526,0.16147,0.38681,0.37937,0.40821,0.42498,0.42318,0.41779
"12509/307.2113mz/16.26min",0.14512,0.96446,0.95881,0.94527,0.93475,0.93951,0.93545,0.92328
"13623/808.4008mz/18.02min",0.14468,0.22045,0.53543,0.52928,0.53817,0.56437,0.6547,0.65852
"5333/265.1545mz/6.28min",0.14463,0.69074,0.87734,0.94787,1.0296,1.02,1.0054,0.99969
"4934/265.1545mz/5.18min",0.14428,0.9858,1.0369,1.1172,1.1001,1.1066,1.1173,1.1057
"2110/490.1765mz/1.63min",0.14422,0.20306,0.19098,0.23733,0.32319,0.32339,0.33445,0.33014
"17096/540.4466mz/28.49min",0.14402,0.18591,0.24009,0.24137,0.23792,0.23626,0.25183,0.26093
"17169/672.5251mz/28.53min",0.14389,0.39785,0.40232,0.49097,0.48713,0.5299,0.56857,0.56987
"15978/329.1592mz/26.81min",0.14305,0.1226,0.11549,0.12154,0.12743,0.13366,0.1368,0.13499
"13224/97.0284mz/17.30min",0.14182,0.40984,0.38955,0.39253,0.39208,0.47413,0.46907,0.4869
"10816/313.1278mz/13.91min",0.14179,0.65005,0.6166,0.6628,0.67363,0.67413,0.69031,0.69095
"16426/526.4312mz/27.89min",0.14115,0.12046,0.11816,0.21729,0.35529,0.34951,0.37277,0.49959
"1608/338.8419mz/1.34min",0.14038,0.46069,0.69346,0.68708,0.67626,0.68005,0.66823,0.66281
"3931/405.0090mz/2.84min",0.14031,0.34136,0.32103,0.413,0.41188,0.44539,0.43743,0.43223
"6889/660.1690mz/9.81min",0.13988,0.57595,0.59071,0.60705,0.61518,0.60671,0.69982,0.70363
"7907/374.0758mz/10.81min",0.13967,0.22418,0.23155,0.24134,0.3024,0.31209,0.32104,0.37388
"7868/393.0581mz/10.75min",0.1396,0.15924,0.26696,0.28811,0.36558,0.40231,0.40863,0.40357
"16465/441.1882mz/27.96min",0.13924,0.14785,0.14564,0.14418,0.3285,0.34498,0.45056,0.44465
"843/158.9613mz/0.61min",0.13876,0.1539,0.19815,0.23563,0.25269,0.33991,0.33805,0.38611
"10828/758.2645mz/13.88min",0.1387,0.42392,0.44964,0.45663,0.46255,0.4637,0.47521,0.46907
"19954/216.1230mz/33.14min",0.13866,0.1389,0.30526,0.31563,0.43906,0.44363,0.4652,0.46694
"18445/103.9557mz/29.98min",0.13864,0.13838,0.37007,0.39269,0.4703,0.47383,0.47958,0.47348
"16701/570.4573mz/28.22min",0.13856,0.13682,0.25602,0.25883,0.26979,0.53763,0.53194,0.52988
"20354/261.9769mz/33.88min",0.13849,0.42404,0.95457,0.96467,0.94809,0.94777,1.0484,1.0346
"2609/329.1010mz/1.80min",0.13839,0.11186,0.23538,0.36329,0.3698,0.44338,0.43623,0.43455
"8627/143.1431mz/11.69min",0.13838,0.14819,0.38909,0.38278,0.42817,0.42095,0.43144,0.42704
"6199/177.0546mz/8.78min",0.13822,0.57819,0.77743,0.79535,0.8225,0.80861,0.84685,0.83699
"9547/654.2539mz/12.56min",0.13818,0.28454,0.37267,0.39119,0.38708,0.39294,0.40134,0.40452
"12021/133.0495mz/15.66min",0.13805,0.21289,0.20874,0.21519,0.22186,0.27771,0.28482,0.28141
"16431/482.4048mz/27.87min",0.13738,0.40476,0.52798,0.51774,0.55836,0.75747,0.7866,0.77661
"14885/277.2160mz/22.42min",0.13726,0.59232,0.58081,0.5742,0.66104,0.68299,0.71672,0.72086
"13708/216.0832mz/18.07min",0.13651,0.11875,0.14659,0.15434,0.2907,0.30201,0.30322,0.30905
"9255/476.1912mz/12.27min",0.13649,0.38664,0.53321,0.56575,0.55585,0.60963,0.61013,0.60345
"5215/132.0808mz/5.98min",0.13634,0.67954,0.67811,0.68486,0.67308,0.81887,0.80612,0.80648
"5956/112.0757mz/8.33min",0.13618,0.34557,0.51311,0.53316,0.62111,0.61093,0.60011,0.59532
"14558/239.1639mz/21.09min",0.13572,0.35536,0.59173,0.59574,0.60442,0.64071,0.64487,0.63738
"13808/487.1496mz/18.37min",0.13545,0.16722,0.30024,0.30301,0.37938,0.3854,0.47272,0.50842
"7199/395.0886mz/10.10min",0.13443,0.63219,0.5994,0.62344,0.61399,0.61185,0.60175,0.59509
"19336/122.0964mz/32.04min",0.13426,0.18512,0.17911,0.17565,0.17716,0.17423,0.17202,0.24523
"5391/405.0091mz/6.50min",0.13413,0.13485,0.12717,0.17778,0.30418,0.41439,0.42604,0.42114
"810/186.9561mz/0.46min",0.13395,0.21728,0.27195,0.26971,0.30224,0.29788,0.31637,0.37067
"5758/278.6071mz/8.04min",0.13383,0.64327,0.75454,0.8332,0.81899,0.80523,0.79062,0.78011
"7581/773.2126mz/10.47min",0.13369,0.30994,0.79265,0.77731,0.76372,0.75381,0.74904,0.74044
"20800/145.9296mz/35.26min",0.13344,0.15701,0.20476,0.26282,0.27655,0.29878,0.30719,0.31501
"20943/243.9663mz/35.91min",0.13271,0.16311,0.38688,0.63924,0.63053,0.66236,0.8744,0.87061
"20137/145.0495mz/33.50min",0.13262,0.41025,0.50785,0.60737,0.6056,0.59641,0.69723,0.7026
"20937/158.9613mz/35.86min",0.13213,0.1646,0.37518,0.37575,0.36918,0.36361,0.3571,0.37161
"3159/247.0576mz/2.12min",0.13205,0.30483,0.37688,0.525,0.62271,0.62786,0.66222,0.65614
"1284/458.8554mz/1.17min",0.13204,0.11159,0.27027,0.26516,0.26204,0.2617,0.25756,0.25483
"17035/122.0965mz/28.42min",0.13192,0.16794,0.30671,0.30518,0.30446,0.30534,0.3071,0.47267
"13312/304.2998mz/17.59min",0.13186,0.75834,0.79445,0.78126,0.77367,0.76556,0.84321,0.83358
"4689/114.0549mz/4.52min",0.13182,0.28586,0.31517,0.32824,0.34711,0.35809,0.40891,0.42682
"12005/456.2801mz/15.65min",0.13135,0.31075,0.30141,0.29567,0.30205,0.34344,0.37902,0.37665
"9242/638.3067mz/12.27min",0.13089,0.13577,0.19947,0.45976,0.50099,0.56942,0.58423,0.62263
"4549/372.5448mz/4.11min",0.13068,0.39312,0.39983,0.43322,0.52803,0.54701,0.54222,0.61395
"18793/160.9491mz/30.87min",0.1306,0.37543,0.35342,0.42074,0.41667,0.40995,0.40413,0.51165
"20853/243.9663mz/35.49min",0.12984,0.32216,0.47032,0.61613,0.60618,0.6025,0.75873,0.74958
"18041/116.0706mz/29.09min",0.12952,0.16393,0.63723,0.67989,0.67797,0.67499,0.7835,0.78007
"18850/613.4819mz/31.01min",0.12918,1.1163,1.5644,1.542,1.5391,1.6336,1.6147,1.5994
"3893/405.0091mz/2.71min",0.12913,0.22748,0.21955,0.3537,0.38641,0.41537,0.40827,0.40307
"18375/614.4832mz/29.78min",0.1291,0.10954,0.30282,0.31368,0.30866,0.34163,0.57776,0.63773
"1620/122.9245mz/1.35min",0.1288,0.37021,0.59059,0.59667,0.58646,0.57653,0.56864,0.56254
"20817/186.9561mz/35.33min",0.12868,0.18495,0.18189,0.18249,0.20969,0.23325,0.2307,0.23689
"4499/174.0760mz/4.04min",0.12856,0.19841,0.45944,0.54128,0.55081,0.55903,0.55194,0.5453
"7620/501.2474mz/10.50min",0.1281,0.78122,0.84059,0.953,0.9526,1.0044,0.98647,0.9811
"4786/355.1018mz/4.76min",0.12803,0.36416,0.3431,0.34227,0.60156,0.60305,0.85116,0.84487
"2665/134.0447mz/1.81min",0.12781,0.28192,0.32631,0.37869,0.37216,0.60357,0.5992,0.59278
"13549/216.0832mz/17.99min",0.12772,0.38987,0.49869,0.50455,0.4981,0.50474,0.50684,0.50552
"20575/186.9561mz/34.40min",0.12762,0.20468,0.19582,0.2023,0.20747,0.20854,0.21895,0.22779
"14991/451.1640mz/22.77min",0.12738,0.78065,0.73614,0.79599,0.95499,0.98892,1.0003,1.3413
"1214/99.5311mz/1.17min",0.12714,0.26419,0.4167,0.42263,0.41584,0.4088,0.4044,0.40083
"9007/293.1957mz/12.06min",0.12711,0.38277,0.49037,0.48431,0.47621,0.47066,0.46359,0.4577
"4978/265.1545mz/5.29min",0.12658,0.88585,0.92374,0.93908,0.96779,0.97367,0.99361,0.98237
"6111/660.1692mz/8.67min",0.1265,0.20351,0.3792,0.54034,0.58337,0.57475,0.56635,0.56762
"12087/237.1483mz/15.72min",0.12643,0.18318,0.6078,0.76324,0.78474,0.77146,0.75746,0.78934
"18563/103.9557mz/30.26min",0.12642,0.37133,0.35461,0.38529,0.38124,0.37819,0.45681,0.51295
"1607/336.8435mz/1.34min",0.12579,0.4746,0.73432,0.72321,0.7109,0.70874,0.69666,0.68804
"18714/234.0971mz/30.70min",0.12557,0.1811,0.25004,0.25359,0.42144,0.44149,0.48482,0.48537
"10920/654.2531mz/14.00min",0.12556,0.56826,0.53577,0.56899,0.66542,0.67559,0.66343,0.65737
"4446/468.1277mz/3.87min",0.12523,0.21863,0.7114,0.79893,0.87695,0.99582,1.188,1.1753
"2887/323.0734mz/1.88min",0.12521,0.10721,0.18586,0.20417,0.3306,0.47102,0.48251,0.47707
"9613/418.2797mz/12.64min",0.12441,0.47864,0.49403,0.57951,0.58358,0.60581,0.59509,0.61107
"10944/361.1280mz/14.02min",0.12421,1.3362,1.3453,1.3528,1.3292,1.3076,1.2838,1.2675
"20041/186.9561mz/33.27min",0.12397,0.15101,0.48792,0.52348,0.61775,0.60821,0.60912,0.60776
"4720/61.0094mz/4.62min",0.12397,2.0598,1.9643,1.964,1.9317,1.8996,1.91,1.8995
"18085/658.5094mz/29.18min",0.12395,0.59518,0.58428,0.59217,0.59033,0.61462,0.64452,0.65936
"17329/116.0706mz/28.61min",0.12386,0.51047,0.5512,0.56326,0.64899,0.67659,0.66613,0.66124
"4448/265.1544mz/3.84min",0.12383,0.65421,0.69229,0.8076,0.85391,0.89383,0.93195,0.91972
"15959/464.2851mz/26.80min",0.12362,0.19638,0.36282,0.38107,0.38719,0.38147,0.40486,0.4042
"5549/138.0550mz/7.10min",0.12314,0.29846,0.48367,0.58327,0.6409,0.71367,0.70302,0.70292
"18099/496.4206mz/29.19min",0.12311,0.38958,0.57762,0.58851,0.59019,0.58797,0.57999,0.582
"7124/658.1542mz/10.06min",0.1224,0.1126,0.56251,0.6457,0.63746,0.65215,0.69042,0.69079
"17108/567.4462mz/28.47min",0.12181,0.2336,0.22147,0.2525,0.24899,0.31726,0.51021,0.54075
"2707/415.1283mz/1.83min",0.12157,0.24382,0.32741,0.32284,0.3173,0.45209,0.50333,0.50627
"9002/323.2062mz/12.05min",0.12155,0.40597,0.49484,0.48604,0.47848,0.47307,0.46613,0.46053
"18905/103.9556mz/31.16min",0.12132,0.36901,0.46546,0.45765,0.46555,0.47878,0.49247,0.49089
"15972/425.2144mz/26.81min",0.12107,0.10543,0.10138,0.11511,0.12235,0.12476,0.14333,0.16861
"14030/424.2538mz/19.01min",0.12094,0.20993,0.55332,0.56517,0.63069,0.62956,0.65133,0.64625
"13568/357.1906mz/17.98min",0.1205,0.12718,0.45119,0.47836,0.47381,0.49665,0.55421,0.54885
"14019/389.2167mz/18.86min",0.12046,0.55979,0.58845,0.59339,0.58332,0.57855,0.62022,0.61762
"820/243.9663mz/0.47min",0.12043,0.3335,0.62477,0.78333,0.77406,0.76173,0.82097,0.81282
"3397/220.1542mz/2.21min",0.12037,0.75745,0.71521,0.7532,0.74233,0.76912,0.83915,0.84676
"7132/263.0979mz/10.03min",0.1203,0.85134,0.82394,0.83903,0.8245,0.83619,0.89656,0.89045
"2505/490.1764mz/1.76min",0.12019,0.14018,0.13676,0.14957,0.21665,0.28877,0.30503,0.30231
"2673/471.1680mz/1.81min",0.11953,0.097108,0.20393,0.22602,0.22686,0.48331,0.5048,0.51012
"15046/451.1646mz/22.84min",0.11916,0.80992,0.76621,0.80001,0.99637,1.0029,1.0316,1.397
"1575/366.8646mz/1.33min",0.11913,0.31088,0.40304,0.39535,0.39161,0.39491,0.39286,0.39014
"7541/424.1711mz/10.44min",0.11905,1.7532,1.7923,1.7938,1.7707,1.7514,1.7344,1.7114
"20055/145.9297mz/33.29min",0.11887,0.20872,0.20535,0.2015,0.20477,0.22566,0.27116,0.35833
"11516/178.1226mz/14.89min",0.11876,0.43387,0.41515,0.43599,0.5784,0.57379,0.591,0.58567
"18798/201.9755mz/30.89min",0.11845,0.45625,0.47559,0.53053,0.5335,0.54017,0.56616,0.67259
"13142/389.1802mz/17.13min",0.11843,0.19243,0.26435,0.26187,0.26506,0.28879,0.31516,0.38199
"13089/757.3847mz/17.03min",0.11831,0.54204,0.66124,0.6486,0.65228,0.67429,0.66361,0.65762
"10590/571.3220mz/13.64min",0.11829,0.20716,0.63623,0.69156,0.67951,0.7114,0.69991,0.72612
"10716/388.1600mz/13.77min",0.1182,0.22784,0.2156,0.23285,0.24464,0.25954,0.41816,0.42489
"19040/201.9756mz/31.45min",0.11768,0.094525,0.088876,0.097344,0.11388,0.3448,0.33935,0.38408
"20140/186.9561mz/33.49min",0.117,0.10278,0.13481,0.17846,0.17926,0.30764,0.35751,0.48475
"8780/275.1851mz/11.87min",0.11641,0.11234,0.31754,0.35275,0.3687,0.404,0.39745,0.39471
"17752/614.4834mz/28.87min",0.11628,0.18127,0.17462,0.24886,0.26045,0.28332,0.36442,0.36
"10585/426.2331mz/13.64min",0.1162,0.37734,0.62013,0.61282,0.6022,0.60965,0.59949,0.5957
"18849/201.9755mz/31.03min",0.11612,0.60063,0.58644,0.59705,0.59453,0.65353,0.66542,0.66265
"20312/145.0495mz/33.83min",0.11611,0.49501,0.92631,0.91417,0.89829,0.88399,0.93188,0.93185
"8434/179.0338mz/11.42min",0.11596,0.23588,0.33874,0.33241,0.34,0.3379,0.34036,0.34013
"18221/614.4833mz/29.41min",0.11572,0.39267,0.38723,0.37981,0.37355,0.37302,0.49884,0.49256
"2969/280.1389mz/1.92min",0.11546,0.51718,0.93785,1.117,1.1025,1.1805,1.1634,1.1523
"9428/391.1505mz/12.46min",0.11537,0.46073,0.52618,0.53031,0.65396,0.70626,0.69331,0.68555
"8109/377.0843mz/11.10min",0.11454,0.27844,0.31539,0.32208,0.33923,0.35183,0.39369,0.40231
"19094/234.0971mz/31.57min",0.11369,0.091809,0.19891,0.19872,0.19636,0.30844,0.30763,0.35551
"4562/61.0099mz/4.17min",0.11367,2.2482,2.1478,2.1278,2.0938,2.0665,2.0455,2.0198
"15971/403.2325mz/26.81min",0.11367,0.094137,0.10825,0.10616,0.16309,0.16304,0.23317,0.23258
"9475/589.2696mz/12.51min",0.11316,0.19183,0.35701,0.38019,0.52652,0.52324,0.60156,0.60124
"13073/361.1854mz/17.03min",0.11304,0.27394,0.42166,0.41354,0.41315,0.42911,0.42525,0.42205
"14070/410.2382mz/19.30min",0.11241,0.10088,0.36107,0.35409,0.35046,0.38218,0.3985,0.39321
"17196/479.3942mz/28.54min",0.11224,0.1366,0.20379,0.23281,0.2347,0.35423,0.35139,0.38195
"6551/284.1854mz/9.35min",0.1122,0.35305,1.0381,1.0701,1.0516,1.0533,1.0346,1.0411
"4478/145.0495mz/4.00min",0.11219,0.14897,0.37073,0.45097,0.44422,0.4404,0.68771,0.6787
"17617/270.2791mz/28.76min",0.11213,0.09095,0.2536,0.26533,0.26135,0.25828,0.25365,0.25101
"12250/307.2113mz/15.93min",0.11163,0.26034,0.28435,0.27929,0.28094,0.30929,0.31046,0.30919
"5904/112.0757mz/8.27min",0.11075,0.37576,0.52329,0.58522,0.60868,0.60137,0.59148,0.58376
"3644/177.0546mz/2.28min",0.11043,0.6859,0.89472,0.9298,0.93569,0.92711,0.91951,0.90841
"5100/405.0091mz/5.62min",0.11001,0.1612,0.17891,0.28192,0.28954,0.35082,0.39711,0.39686
"13781/181.1223mz/18.27min",0.10974,0.49371,0.4789,0.47341,0.46932,0.48309,0.47558,0.46936
"18923/144.9821mz/31.17min",0.10945,0.3061,0.28801,0.28516,0.34655,0.50772,0.61694,0.62088
"16065/451.1640mz/27.14min",0.10893,0.56261,0.54937,0.62812,0.88534,0.93651,0.9407,1.1551
"12028/259.0810mz/15.66min",0.10883,0.11185,0.10795,0.10802,0.11087,0.17725,0.19512,0.21032
"17871/614.4835mz/28.95min",0.10855,0.087335,0.29012,0.34096,0.41247,0.41102,0.43421,0.42919
"897/141.9586mz/0.89min",0.10833,0.45708,0.46761,0.45923,0.48195,0.47378,0.46599,0.45998
"4844/174.0760mz/4.86min",0.10784,0.91727,0.89587,0.88653,0.8717,0.8604,0.84751,0.83625
"11382/295.1021mz/14.66min",0.10743,0.33091,0.31601,0.31235,0.32235,0.33074,0.3284,0.3281
"2100/476.1608mz/1.59min",0.1074,0.11341,0.27087,0.27453,0.27162,0.28492,0.28142,0.29954
"16558/304.2998mz/28.10min",0.10716,0.1343,0.21647,0.21358,0.21266,0.21237,0.20864,0.29079
"14318/393.2858mz/20.37min",0.10708,0.36793,0.34636,0.3459,0.35113,0.34672,0.34637,0.34431
"6854/137.0597mz/9.74min",0.10708,0.20883,0.26773,0.35032,0.36108,0.35622,0.37093,0.36648
"13389/802.4421mz/17.65min",0.10696,0.18767,0.52844,0.53156,0.5308,0.54865,0.53983,0.5353
"12266/877.4992mz/15.93min",0.10694,0.40831,0.44478,0.44239,0.44609,0.46937,0.46768,0.46377
"14202/311.1850mz/20.07min",0.10693,0.57387,1.0011,1.0785,1.0886,1.0895,1.0797,1.1218
"13857/410.2382mz/18.37min",0.10661,0.085549,0.37508,0.38717,0.38674,0.40236,0.39801,0.39299
"11424/289.1643mz/14.72min",0.10631,0.091815,0.099534,0.11021,0.2088,0.29957,0.3219,0.33219
"10137/690.2749mz/13.19min",0.10596,0.48063,0.58397,0.64641,0.6362,0.63216,0.65172,0.64318
"16760/403.2323mz/28.26min",0.10563,0.16125,0.16753,0.16442,0.17233,0.20276,0.24945,0.34095
"3645/230.9899mz/2.28min",0.10516,0.3138,0.29654,0.34173,0.40658,0.48017,0.53481,0.53715
"8630/437.2377mz/11.69min",0.10487,0.17724,0.29726,0.30813,0.30308,0.32835,0.34432,0.33976
"4992/265.1545mz/5.32min",0.1048,0.78998,0.81067,0.85745,0.89332,0.88108,0.92898,0.91784
"9226/314.1385mz/12.24min",0.1044,0.52673,0.61354,0.65048,0.6392,0.68801,0.6859,0.67797
"2816/256.0813mz/1.86min",0.10434,0.5764,0.54542,0.53529,0.52616,0.59976,0.58881,0.58099
"18977/304.2997mz/31.31min",0.10418,0.27592,0.35521,0.36191,0.3881,0.39419,0.41218,0.5132
"12246/733.3481mz/15.93min",0.10295,0.36299,0.37897,0.37622,0.38208,0.41405,0.41856,0.41338
"19331/130.1590mz/32.04min",0.10278,0.10823,0.23185,0.26077,0.26043,0.25607,0.26302,0.29721
"19240/103.9556mz/31.98min",0.10212,0.13503,0.16738,0.16606,0.1773,0.18607,0.19832,0.39331
"20562/158.9613mz/34.34min",0.10179,0.20716,0.19653,0.20034,0.21054,0.20884,0.22112,0.25476
"1114/102.9702mz/1.15min",0.10152,0.2547,0.40558,0.403,0.39673,0.39002,0.3888,0.38408
"18763/234.0971mz/30.80min",0.10091,0.12594,0.1975,0.23803,0.24478,0.32167,0.3159,0.33328
"3121/321.9615mz/2.09min",0.1006,0.11656,0.37844,0.37281,0.42764,0.46445,0.46682,0.4876
"20847/141.9586mz/35.47min",0.10034,0.12728,0.12064,0.2417,0.38006,0.37427,0.42555,0.41989
"6657/676.1646mz/9.51min",0.099567,0.53593,0.66551,0.66794,0.66049,0.65571,0.65392,0.64622
"17355/523.4203mz/28.57min",0.099502,0.28141,0.41313,0.40726,0.40099,0.40873,0.5139,0.54722
"7365/676.1648mz/10.26min",0.099122,0.24351,0.61792,0.60776,0.66266,0.65476,0.67477,0.6659
