"Filename",M5C.mzXML,M5A.mzXML,M1A.mzXML,M1C.mzXML,M2C.mzXML,M3C.mzXML,M1B.mzXML,M5B.mzXML,M3A.mzXML,M2A.mzXML,M3B.mzXML,M2B.mzXML,M4C.mzXML,M4B.mzXML,M4A.mzXML,M7A.mzXML,M6C.mzXML,M6A.mzXML,M8B.mzXML,M7B.mzXML,M8C.mzXML,M6B.mzXML,M8A.mzXML,M7C.mzXML
Treatment,CTRLavNHP,CTRLavNHP,CTRLssNHP,CTRLssNHP,UGTssNHP,EXL4ssNHP,CTRLssNHP,CTRLavNHP,EXL4ssNHP,UGTssNHP,EXL4ssNHP,UGTssNHP,BOTHssNHP,BOTHssNHP,BOTHssNHP,EXL4avNHP,UGTavNHP,UGTavNHP,BOTHavNHP,EXL4avNHP,BOTHavNHP,UGTavNHP,BOTHavNHP,EXL4avNHP
811/176.9718mz/0.43min,60.0057373046875,124.18231201171875,179.78306579589844,110.2772445678711,25.35931396484375,111.88038635253906,106.96385955810547,110.35685729980469,148.5473175048828,165.33642578125,137.8949432373047,18.421388626098633,29.88377571105957,65.86100006103516,126.76014709472656,164.94349670410156,143.65945434570312,131.1990509033203,123.00562286376953,31.936199188232422,72.05701446533203,135.6150665283203,139.4383087158203,102.19715881347656
812/143.9590mz/0.43min,263.1127624511719,286.3497619628906,322.8054504394531,280.2459411621094,246.74264526367188,284.53533935546875,293.8463134765625,257.4813537597656,315.2855529785156,319.9588317871094,262.9410705566406,254.4610595703125,280.4853210449219,265.3630676269531,304.2571105957031,296.00347900390625,290.7721252441406,303.0845642089844,280.8892517089844,279.25921630859375,131.54006958007812,272.4500427246094,287.1142883300781,256.4938049316406
808/145.9297mz/0.44min,587.8475341796875,695.5604248046875,835.0571899414062,701.3934326171875,668.436767578125,701.347412109375,708.1148071289062,615.1661376953125,740.9315795898438,722.4246215820312,648.5196533203125,622.3672485351562,659.3211669921875,383.4196472167969,733.0374145507812,665.18701171875,658.9202880859375,721.066650390625,691.9143676757812,622.0913696289062,674.071044921875,670.278076171875,759.6843872070312,668.4578247070312
810/186.9561mz/0.46min,1524.4501953125,1746.0968017578125,2066.532958984375,1691.3419189453125,1567.5447998046875,1681.572509765625,1704.0721435546875,1529.7003173828125,1796.7291259765625,1836.910400390625,1622.8763427734375,1560.900390625,666.9862060546875,1605.9398193359375,1825.2413330078125,1736.5042724609375,1688.3157958984375,1829.4708251953125,1684.647216796875,1677.4229736328125,1678.911376953125,1646.2979736328125,1775.6142578125,1673.5755615234375
820/243.9663mz/0.47min,178.08670043945312,256.6619567871094,211.1700439453125,101.78228759765625,125.35990142822266,327.5216369628906,159.5242156982422,224.83883666992188,106.61482238769531,226.50653076171875,226.62559509277344,115.8479995727539,240.7266387939453,213.4539337158203,299.511474609375,459.0130310058594,393.5295715332031,166.69528198242188,27.640668869018555,371.2084655761719,82.56340789794922,427.22821044921875,107.02437591552734,441.25250244140625
825/145.9297mz/0.49min,768.0845336914062,1165.6583251953125,1406.3392333984375,842.2554931640625,1030.13623046875,642.532470703125,1086.6488037109375,319.4551696777344,588.1842041015625,818.7320556640625,629.0751953125,934.0228271484375,903.098388671875,202.92813110351562,730.1603393554688,824.0214233398438,803.649658203125,1248.2008056640625,778.96875,664.5778198242188,724.5550537109375,707.23974609375,738.8826293945312,732.385009765625
827/141.9586mz/0.49min,477.53009033203125,577.2598876953125,611.9716796875,518.7431030273438,570.1510620117188,521.027587890625,555.9652099609375,524.727294921875,546.8673706054688,312.45037841796875,564.0239868164062,481.555908203125,477.0282287597656,519.3302612304688,540.0636596679688,556.7137451171875,529.6861572265625,531.5177612304688,327.5357971191406,247.59483337402344,233.00527954101562,516.7796020507812,540.1378173828125,498.8827819824219
819/158.9613mz/0.50min,2090.870361328125,2391.1396484375,2630.8662109375,2340.9501953125,2112.28125,2208.392578125,2380.963623046875,2540.686279296875,2484.279541015625,2614.712158203125,2316.4951171875,2181.9814453125,2714.374755859375,2120.02001953125,2470.711181640625,2421.876953125,2151.921875,2294.544677734375,2358.9658203125,2237.348388671875,2440.466796875,2210.412841796875,2634.166015625,2169.577392578125
822/186.9561mz/0.51min,1721.00048828125,1944.591796875,2217.438232421875,1773.81201171875,1705.2171630859375,1863.47705078125,1867.5263671875,1776.5821533203125,1971.5064697265625,1985.4935302734375,1731.6365966796875,1715.64208984375,1617.51171875,1749.65234375,1911.5015869140625,1996.359619140625,1829.8170166015625,1998.696044921875,1835.7900390625,1739.0924072265625,1886.6761474609375,1728.5545654296875,2096.37841796875,1799.3746337890625
828/143.9590mz/0.53min,255.15318298339844,298.31134033203125,368.6793212890625,291.4813232421875,286.47601318359375,283.32171630859375,316.6141662597656,272.65936279296875,342.0,310.6670227050781,256.2112731933594,265.8499755859375,267.25323486328125,278.9120178222656,307.5721130371094,308.1551818847656,219.31112670898438,311.66278076171875,286.49639892578125,299.5497131347656,255.8401336669922,279.5712585449219,300.2482604980469,278.7529296875
829/243.9663mz/0.54min,280.5995178222656,312.2370910644531,209.3062744140625,132.42543029785156,187.5370330810547,236.81182861328125,49.00553894042969,284.18048095703125,97.31198120117188,222.70408630371094,224.8912353515625,39.121055603027344,153.53463745117188,62.18606948852539,247.41648864746094,444.8055114746094,312.043701171875,104.73895263671875,27.640668869018555,377.8885803222656,61.56076431274414,312.7129211425781,120.84321594238281,373.77044677734375
837/243.9663mz/0.56min,262.24658203125,235.56930541992188,206.03184509277344,107.21990203857422,187.29969787597656,241.06344604492188,55.90472412109375,197.15367126464844,240.93797302246094,222.6711883544922,197.30825805664062,174.2859649658203,88.79291534423828,248.81459045410156,280.2554931640625,535.8729858398438,134.65919494628906,160.98602294921875,38.6917724609375,341.5737609863281,66.36649322509766,322.3680725097656,48.17864227294922,299.30059814453125
833/145.9297mz/0.57min,708.4984741210938,801.691650390625,898.6182250976562,797.17919921875,747.7933959960938,235.5692138671875,808.27783203125,757.721923828125,595.245361328125,851.0944213867188,722.2731323242188,780.7596435546875,711.3276977539062,511.8753356933594,798.4793090820312,774.9195556640625,703.4370727539062,752.7222290039062,819.4725341796875,715.8663940429688,1306.522216796875,530.2839965820312,930.63818359375,834.551025390625
842/141.9586mz/0.59min,231.9169464111328,374.6444396972656,645.5730590820312,458.7484130859375,210.99188232421875,597.765869140625,538.7112426757812,323.9448547363281,567.2183837890625,562.1878051757812,211.80670166015625,504.8985290527344,542.31640625,493.64483642578125,525.3389892578125,200.73663330078125,449.3409118652344,508.8294982910156,539.698974609375,505.68157958984375,540.2039794921875,500.05230712890625,618.8253784179688,505.5861511230469
839/342.0030mz/0.61min,84.78982543945312,45.21446228027344,7.104005336761475,7.772268295288086,5.613466262817383,10.432210922241211,5.063178062438965,87.7485580444336,34.58307647705078,53.362545013427734,66.53636169433594,9.999444007873535,72.63093566894531,8.817450523376465,66.91651153564453,244.22259521484375,117.43819427490234,204.71507263183594,3.7685813903808594,184.16500854492188,2.9045047760009766,102.7602767944336,3.2479305267333984,185.0631866455078
843/158.9613mz/0.61min,2116.31201171875,2406.6591796875,3007.732666015625,2460.328125,2337.96875,2440.237060546875,2562.366943359375,2301.8291015625,2647.130615234375,9349.14453125,2372.54638671875,2371.02685546875,2047.8375244140625,4173.20263671875,2655.0625,3424.022216796875,2330.599609375,2477.670654296875,5572.01123046875,2293.642578125,2414.639404296875,2391.095703125,2788.070068359375,2824.87890625
844/186.9561mz/0.62min,4570.3408203125,2070.98291015625,4837.88330078125,1939.164306640625,1858.969970703125,2456.342041015625,7885.76416015625,1888.53662109375,2088.448974609375,8438.6787109375,7181.5205078125,1870.4342041015625,2905.377197265625,1892.5594482421875,2063.7529296875,8009.412109375,4471.138671875,2458.08984375,2525.548828125,1916.884033203125,3290.247314453125,4166.310546875,2224.09765625,2434.38623046875
852/176.9718mz/0.64min,119.12235260009766,179.07041931152344,142.2033233642578,175.0028076171875,156.6215362548828,143.71578979492188,147.2869873046875,149.3357391357422,71.36424255371094,203.68531799316406,139.51138305664062,159.763916015625,158.04876708984375,81.28316497802734,112.75682830810547,188.95169067382812,92.6464614868164,73.76238250732422,75.80278015136719,114.93318176269531,168.62449645996094,155.58285522460938,174.81724548339844,151.09239196777344
853/145.9296mz/0.65min,730.706298828125,793.9359741210938,877.4098510742188,560.8826293945312,317.4615173339844,747.2201538085938,833.916015625,847.8203735351562,832.8525390625,1963.6595458984375,700.1171264648438,694.525146484375,692.8472290039062,730.9610595703125,789.1952514648438,815.296630859375,711.0836181640625,748.3822021484375,842.2984619140625,455.035400390625,832.1697998046875,708.28369140625,912.6886596679688,699.5343627929688
851/143.9590mz/0.65min,283.2982177734375,319.25616455078125,362.5908508300781,309.6028747558594,317.39483642578125,296.0246276855469,356.6434326171875,324.8108215332031,332.9764099121094,336.20904541015625,302.2828369140625,318.5350036621094,286.77325439453125,289.396240234375,331.3231201171875,280.5904846191406,281.5450439453125,313.78857421875,316.92364501953125,337.171875,314.78497314453125,333.1098327636719,518.6681518554688,282.67144775390625
857/141.9586mz/0.67min,483.5318603515625,525.104736328125,551.3901977539062,508.4103698730469,498.5067443847656,478.7520751953125,533.8355712890625,199.71347045898438,542.6256103515625,528.9000854492188,520.6212768554688,522.8826293945312,480.781982421875,468.853759765625,483.789794921875,534.2258911132812,511.9067077636719,503.49993896484375,512.2953491210938,518.8878784179688,519.7714233398438,487.7247009277344,545.043212890625,461.8851318359375
856/243.9663mz/0.69min,312.2567138671875,157.62416076660156,211.9271240234375,169.03363037109375,103.25038146972656,174.71173095703125,182.67282104492188,304.5906066894531,243.281005859375,226.43748474121094,208.28395080566406,194.98304748535156,286.8008117675781,266.27008056640625,182.35301208496094,410.79266357421875,267.4210205078125,263.7510070800781,97.88231658935547,371.5396423339844,118.71131134033203,353.1509094238281,113.43609619140625,436.018310546875
865/186.9561mz/0.72min,1884.4619140625,4271.48193359375,2294.20703125,1990.366943359375,1776.9697265625,2186.724365234375,2061.44384765625,4029.153564453125,2063.77294921875,2247.490234375,1932.6807861328125,7082.541015625,1931.8037109375,4376.47900390625,2010.9569091796875,2173.28955078125,1818.50634765625,3195.192138671875,2445.393798828125,3216.77587890625,2848.73828125,1831.7083740234375,6108.8125,3809.999755859375
864/145.9296mz/0.72min,970.8627319335938,788.6630249023438,537.1629638671875,306.90533447265625,868.7127685546875,1013.2564086914062,1404.3819580078125,773.3766479492188,311.8215026855469,495.8888244628906,1231.24609375,664.6334228515625,824.4352416992188,760.1303100585938,948.35888671875,680.9541015625,475.4694519042969,637.431640625,1982.6336669921875,744.9793090820312,466.4483337402344,537.1004028320312,637.750732421875,726.1679077148438
869/143.9590mz/0.72min,307.3067932128906,336.3340759277344,179.88580322265625,313.6537780761719,290.4464111328125,291.4306945800781,245.938720703125,311.1097717285156,318.2796325683594,341.41400146484375,317.41815185546875,308.0073547363281,301.3416748046875,294.7715759277344,336.5939025878906,333.562744140625,281.456787109375,342.13079833984375,214.84584045410156,309.6274108886719,311.8291931152344,322.4822082519531,355.18780517578125,287.3953552246094
868/141.9586mz/0.72min,330.138427734375,481.8152160644531,551.154541015625,504.0972595214844,572.1087036132812,272.5184326171875,758.71484375,606.4871215820312,257.6814270019531,561.2863159179688,283.73089599609375,499.7813720703125,498.7813720703125,331.697509765625,516.6304931640625,517.8296508789062,490.0351257324219,670.712646484375,519.3690795898438,629.5507202148438,405.0475769042969,256.2701416015625,519.01708984375,233.184326171875
870/158.9613mz/0.73min,2228.974853515625,9451.3056640625,2961.641845703125,6015.5439453125,2341.578369140625,8008.77685546875,2548.58203125,4811.93408203125,9971.5068359375,2925.4521484375,7814.2919921875,2465.41455078125,3501.413330078125,4567.36328125,10107.8046875,6322.2529296875,6228.80859375,2672.439208984375,2610.6044921875,2499.43359375,9629.439453125,4586.35595703125,2913.47265625,1464.322265625
874/243.9663mz/0.76min,300.39923095703125,304.018310546875,182.58209228515625,176.81227111816406,197.16995239257812,228.72508239746094,141.35108947753906,308.9493713378906,244.73423767089844,234.6595001220703,226.85299682617188,205.3900604248047,171.9777374267578,259.52349853515625,283.4539794921875,144.01927185058594,219.15371704101562,398.2419128417969,106.11592864990234,485.18316650390625,146.00436401367188,190.61468505859375,58.481632232666016,402.4925537109375
879/141.9586mz/0.81min,493.23223876953125,516.15185546875,574.3736572265625,486.9121398925781,483.3259582519531,459.140869140625,537.017578125,512.3251342773438,515.1333618164062,537.2678833007812,471.7225341796875,527.065673828125,504.4865417480469,475.6303405761719,519.5595092773438,543.3378295898438,497.85565185546875,528.9414672851562,521.6356201171875,492.6911926269531,498.8515625,480.1093444824219,542.7047729492188,223.98806762695312
886/186.9561mz/0.82min,1832.5101318359375,3429.086669921875,2312.4375,1996.8670654296875,1885.6064453125,1863.0003662109375,2012.614013671875,1958.0311279296875,7018.13671875,2209.75732421875,1917.4036865234375,1810.7559814453125,1892.3863525390625,1988.204833984375,6047.54736328125,2056.493408203125,2028.072998046875,2108.48388671875,2004.3377685546875,2531.1416015625,2059.02392578125,1935.2301025390625,2270.10302734375,1921.96240234375
889/342.0028mz/0.84min,45.66371154785156,174.09188842773438,32.738502502441406,4.725689888000488,28.43793487548828,11.797256469726562,12.50765609741211,122.65443420410156,45.4672737121582,83.8171615600586,14.077349662780762,28.509305953979492,10.418773651123047,98.23011779785156,67.6930160522461,261.1018371582031,195.09385681152344,148.8965301513672,2.5645530223846436,215.03707885742188,9.36924934387207,127.32152557373047,2.813068389892578,221.59413146972656
890/158.9613mz/0.86min,8452.533203125,2590.2724609375,11084.90234375,2546.795166015625,7174.96923828125,2354.902587890625,2592.02001953125,2372.559326171875,2724.36328125,2844.9013671875,2461.64208984375,2516.60009765625,2264.161865234375,2400.051025390625,2598.532470703125,2626.393310546875,2346.138916015625,7663.7001953125,3547.67626953125,6736.53955078125,2530.462646484375,2422.069091796875,8595.1083984375,2304.34814453125
895/145.9297mz/0.89min,586.119873046875,1182.086181640625,1635.640380859375,698.3157958984375,798.5637817382812,730.068115234375,259.2005615234375,1081.678466796875,1472.198974609375,924.03759765625,772.923828125,762.0879516601562,580.4258422851562,791.7744750976562,1600.431640625,1176.0452880859375,715.6063232421875,822.41552734375,795.9757690429688,972.3682861328125,815.8043823242188,468.85760498046875,545.452880859375,714.419921875
897/141.9586mz/0.89min,411.7835693359375,474.0673522949219,579.4026489257812,702.0949096679688,479.3306884765625,371.6222229003906,686.5519409179688,485.69561767578125,552.6095581054688,538.7529907226562,498.43096923828125,462.5098571777344,228.3847198486328,478.7248840332031,348.2497863769531,532.3984375,561.3087158203125,204.1441192626953,550.5050659179688,295.96380615234375,341.2735900878906,503.34320068359375,548.3319702148438,448.6696472167969
893/143.9590mz/0.89min,292.1387939453125,332.4577331542969,376.49200439453125,334.5755615234375,303.9700012207031,291.1085510253906,315.825927734375,278.4881286621094,200.20516967773438,345.7589416503906,317.1836242675781,302.17315673828125,310.3819580078125,293.6032409667969,330.8278503417969,322.23089599609375,296.5921630859375,327.5652770996094,332.6197509765625,279.3119812011719,309.16217041015625,316.62933349609375,160.03497314453125,331.3623046875
898/243.9663mz/0.90min,253.62799072265625,164.70852661132812,243.57369995117188,104.82030487060547,201.31578063964844,233.71536254882812,198.57586669921875,194.8387451171875,293.4227294921875,240.47860717773438,235.9921875,111.31580352783203,250.3536834716797,212.2027130126953,223.36863708496094,640.4833374023438,140.65057373046875,579.4191284179688,69.7898941040039,383.1287841796875,146.33187866210938,118.81411743164062,68.0994873046875,370.01129150390625
899/243.9663mz/0.92min,282.7313537597656,281.5793762207031,203.34555053710938,122.52738952636719,186.11224365234375,236.83154296875,203.55856323242188,297.2213439941406,243.60940551757812,221.08419799804688,226.62957763671875,129.7305908203125,261.72430419921875,261.2845458984375,316.593994140625,449.2466735839844,120.60472106933594,383.9229431152344,26.22735595703125,385.3858947753906,147.31248474121094,185.98873901367188,135.72116088867188,395.18499755859375
901/143.9590mz/0.96min,287.24444580078125,338.21087646484375,388.9381103515625,338.30194091796875,325.19805908203125,298.40301513671875,343.81591796875,293.07684326171875,124.58084869384766,118.39390563964844,322.8523254394531,325.73419189453125,327.5281677246094,317.2081604003906,342.4996337890625,344.5649719238281,302.0519714355469,345.9638671875,345.7161560058594,301.5193786621094,352.872314453125,276.4242858886719,371.8097839355469,339.2071228027344
914/243.9663mz/0.98min,167.06008911132812,107.25137329101562,114.32878112792969,138.36563110351562,113.22032928466797,193.42515563964844,169.75765991210938,249.34022521972656,160.7153778076172,113.75111389160156,202.00039672851562,168.8592071533203,213.9203643798828,205.32839965820312,245.00843811035156,370.1055603027344,301.5675354003906,328.7337951660156,23.762420654296875,199.51388549804688,98.37930297851562,266.87493896484375,106.68212127685547,232.53781127929688
910/186.9561mz/0.98min,2441.660400390625,1837.9234619140625,1969.8236083984375,7563.9140625,7177.056640625,2673.014404296875,1986.2169189453125,1786.058349609375,1994.639404296875,2068.192626953125,1808.9666748046875,1856.4151611328125,3619.626953125,2978.823486328125,1932.818359375,2049.9892578125,815.5098876953125,2220.4384765625,1863.75537109375,1957.908935546875,1918.582275390625,3218.07861328125,2181.59814453125,1792.04541015625
912/145.9297mz/1.00min,693.0606079101562,703.1516723632812,788.3970947265625,713.9326171875,850.3505859375,686.5924682617188,437.5389099121094,627.0595703125,742.976806640625,1014.4700927734375,408.50152587890625,443.2330322265625,505.31304931640625,1807.57177734375,786.6362915039062,746.1851806640625,1519.0150146484375,1217.8515625,1162.158447265625,790.6709594726562,785.9746704101562,589.3726806640625,606.1856079101562,667.684326171875
915/158.9613mz/1.00min,2014.296142578125,2135.9248046875,2475.118408203125,2262.52587890625,2208.349365234375,2066.418212890625,9648.138671875,2104.17724609375,2353.414794921875,2632.51904296875,2238.613525390625,9258.3681640625,2089.650146484375,2101.044921875,2468.405517578125,2387.796142578125,2401.429931640625,2309.659912109375,2378.77099609375,2100.474365234375,2317.281982421875,2289.5146484375,2552.11572265625,2806.7197265625
922/143.9590mz/1.02min,239.6238555908203,248.87794494628906,289.5395202636719,277.0556945800781,324.7254333496094,279.4276123046875,622.2333374023438,244.45616149902344,295.3630676269531,214.97427368164062,276.41046142578125,297.2725524902344,278.38800048828125,260.28399658203125,299.3363037109375,315.0657653808594,280.29888916015625,294.42633056640625,290.4236755371094,292.0389404296875,273.5306091308594,248.7295684814453,343.8875732421875,272.3909606933594
919/140.9617mz/1.03min,164.82913208007812,212.4647216796875,201.3516082763672,178.4301300048828,167.0670166015625,148.23785400390625,161.64370727539062,175.373291015625,181.3662109375,207.52322387695312,176.01751708984375,168.30609130859375,140.1868438720703,146.67523193359375,187.6930389404297,173.76638793945312,174.7915802001953,168.96156311035156,195.69125366210938,156.61180114746094,159.73402404785156,155.7255859375,260.8154602050781,172.44540405273438
925/141.9586mz/1.05min,276.6155090332031,489.60186767578125,1013.010986328125,229.8830108642578,626.9239501953125,308.6224365234375,269.0642395019531,337.9811706542969,605.7479858398438,513.0263671875,464.06890869140625,387.3316345214844,410.66204833984375,363.3597412109375,560.8592529296875,645.1603393554688,333.6481628417969,633.0894775390625,513.4243774414062,507.1929931640625,323.0637512207031,837.458251953125,631.663818359375,371.786376953125
973/167.0127mz/1.14min,2082.21142578125,1934.756103515625,2171.785400390625,2188.4736328125,1425.8309326171875,2214.56591796875,2226.38671875,2005.8436279296875,2229.432373046875,2051.8212890625,2208.671875,1535.6295166015625,2187.5322265625,2160.351806640625,2195.0693359375,2431.102294921875,2405.95458984375,2355.89892578125,2463.477294921875,2427.3896484375,2434.37939453125,2469.296630859375,2538.63818359375,2581.8701171875
1010/151.0351mz/1.14min,2683.617431640625,2581.1298828125,3092.9775390625,3058.771484375,2995.105712890625,3094.766357421875,2329.630615234375,2719.968505859375,3178.131103515625,3144.27099609375,3175.31298828125,3059.046142578125,3168.100341796875,3118.66064453125,3265.02490234375,2548.783447265625,2744.16357421875,2578.0947265625,2857.89453125,2593.6640625,2770.2939453125,2634.953125,2856.240234375,2642.341552734375
1016/125.9861mz/1.14min,34676.05078125,33831.19140625,38207.3125,37958.83984375,34834.45703125,37689.2890625,38363.140625,34803.5,37944.25390625,35763.1640625,38257.17578125,35619.109375,37433.69921875,37069.71484375,37271.77734375,41627.87890625,40725.67578125,40213.32421875,42591.9921875,41272.203125,42553.6171875,40664.7734375,43453.578125,42479.23828125
1025/223.9888mz/1.15min,1831.98388671875,1847.64501953125,2203.972900390625,2176.33544921875,2230.850830078125,2185.033447265625,2218.483642578125,1805.986572265625,2277.17431640625,2293.615234375,2274.221923828125,2207.786865234375,2276.84033203125,2211.908447265625,2300.9560546875,1483.0023193359375,1647.0833740234375,1529.2359619140625,1703.9896240234375,1424.6531982421875,1690.3690185546875,1532.4788818359375,1709.7662353515625,1496.545654296875
1085/110.0086mz/1.15min,32923.9921875,32389.6328125,37944.3671875,37858.30859375,37408.31640625,38605.51171875,38570.33203125,32668.25,38988.5859375,37838.8828125,39502.44921875,37131.5859375,39228.44921875,38045.44921875,38458.30078125,31312.833984375,32963.015625,32907.58203125,34584.2109375,31194.0,34584.625,32812.640625,35445.1640625,31455.822265625
1114/102.9702mz/1.15min,1956.1593017578125,1934.9261474609375,2244.5146484375,2279.7646484375,2086.097900390625,2317.856201171875,2263.7939453125,1913.286376953125,2244.7890625,2094.13671875,2338.591064453125,2129.56298828125,2214.954833984375,2204.99462890625,2238.24951171875,2442.808837890625,2340.83251953125,2254.93408203125,2510.210205078125,2476.2431640625,2590.22607421875,2402.7265625,2610.427978515625,2458.14111328125
1141/239.9663mz/1.16min,7579.16796875,7274.96484375,8382.08203125,8392.8720703125,8248.625,8442.091796875,8487.6083984375,7607.51318359375,8654.681640625,8244.8095703125,8577.8369140625,8056.50732421875,8564.412109375,8445.1435546875,8535.4921875,7655.35791015625,7811.10546875,7815.349609375,8113.189453125,7677.1513671875,8084.091796875,7921.53662109375,8300.572265625,7783.2587890625
1166/442.8782mz/1.16min,1149.4967041015625,1087.9385986328125,1255.7930908203125,1263.274169921875,1321.158203125,1319.4586181640625,1221.6522216796875,1133.2391357421875,1365.3892822265625,1307.9822998046875,1285.7076416015625,1285.9261474609375,1319.1531982421875,1330.6995849609375,1308.84716796875,685.0475463867188,706.5791015625,992.8507690429688,714.2313842773438,651.1670532226562,752.6575317382812,757.1670532226562,1061.434326171875,661.951904296875
1168/198.9399mz/1.16min,8720.3681640625,8816.5380859375,9934.515625,10024.8408203125,9905.8095703125,10055.609375,10157.91015625,8948.8681640625,10240.880859375,9768.3115234375,10373.9599609375,9832.3525390625,9904.59375,9978.662109375,9961.6328125,8780.9384765625,9024.095703125,9015.8720703125,9496.505859375,8729.6875,9734.623046875,9025.5771484375,9530.5087890625,8546.953125
1194/414.3899mz/1.16min,934.5408935546875,925.1552124023438,1061.5404052734375,1090.9942626953125,1038.1259765625,1131.0994873046875,1095.6353759765625,1014.4131469726562,1144.478515625,1062.2142333984375,1057.98583984375,1005.2061767578125,1076.0955810546875,1054.941650390625,1087.91552734375,773.6615600585938,850.5316162109375,969.89013671875,1092.638671875,760.9705810546875,1047.5863037109375,1031.3543701171875,851.9618530273438,755.5845336914062
